Nama Resto,alamat,daerah,buka_tutup,jam_buka,jam_tutup,harga_semua,harga_awal,harga_akhir,rata_rata,rating,telepon,tipe,menu,review 
Bonjour Grande,"Grand Indonesia Mall, Lantai Lower Ground, West Mall, The FoodHall Jl. MH Thamrin, Thamrin, Jakarta Pusat",Jakarta Pusat,10.00  -  20.00,10:00:00 AM,  20.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.7,87772271468,Bakery,"Cake, Bread, Pastry, Donut","Bakery yg letaknya didalam Foodhall GI. Namanya Perancis tapi kemungkinan Bakery dari Jepang ya karena habis bayar stafnya bilangnya Arigatou Gozaimas 😂😂😂 Bisa bayar pakay OVO juga. Ptomonya dikit sih pas kesana cuma kalau beli roti tawar. Nyobain Garlic Cheese Cream Bun yang lagi hits ituh dan bisa minta dipanasin di microwave donk, jadinya tambah enak nyemilnya. Pricewise agak mahal ya karena kind of premium bakery tapi worth it, pengen nyobain yang lainnya jadinya soalnya Garlic Cheese Cream Bun nya enak."
Rokue Snack,"Jl. Batu Tulis Raya No. 22C, Pecenongan, Jakarta Pusat",Jakarta Pusat,07.00  -  16.00,7:00:00 AM,  16.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.7,8111518222,Bakery,"Cake, Bread, Pastry, Donut","Staf ramah, paham dengan produk. Harga makanan gak mahal. Harga kopi 15k espresso, latte 25rb, kopi lain sekitar 35k. Kue sus vanilla nya enak cuma isian flanya gak merata 10.5k. datang hari kerja jam 13.00 kuenya sudah banyak yang kosong. untuk kue2annya recommended, enak. Tempat bersih, nyaman. Parkiran mobil susah, parkiran motor ada tersedia."
Chicory European Patisserie,"Jl. Sumenep No. 9, Menteng, Jakarta Pusat",Jakarta Pusat,07.00  -  21.00,7:00:00 AM,  21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,2131925799,Bakery,"Cake, Bread, Pastry, Donut","Kopinya enak kali dan pastry2nya pun juga enak. Brunch disini sama temen2 ga kerasa tiba2 udh 4 jam karena vibes tempat disini juga enak banget. Ownernya kayanya org bule deh jadi harga pastrynya rada bule jg cukup mahal tp ya worth it sih. Waitressnya ramah dan perhatian semuanya, kalo kita celingak celinguk dikit langsung ditanya ada butuh apa. Disini ga ada wifi karena kayanya lebih ke tempat buat bersosialisasi ngobrol2 dibandingkan ngeautis ngerjain sesuatu di laptop gitu deh"
Euphoria,"Jl. Cimandiri No. 1C, Cikini, Menteng, Jakarta Pusat",Jakarta Pusat,09.30  -  17.30,9:30:00 AM,  17.30,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.9,81295150339,Bakery,"Cake, Bread, Pastry, Donut","Toko kue kecil yang menyenangkan. Saya dan teman saya mencoba pandan lamington dan mocha nougat, semuanya sempurna, terutama yang mocha. Sayangnya, mereka hanya memiliki satu meja untuk makan di tempat. Saya harap Anda mendapatkan ruang"
PEPeNERO Bakery,"Menara Astra, Lantai 3, Zest Jl. Jenderal Sudirman Kav. 5  -  6, Sudirman, Jakarta Pusat",Jakarta Pusat,08.00  -  19.00,8:00:00 AM,  19.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",5.0,81316862507,Bakery,"Cake, Bread, Pastry, Donut","Mau ngeborong Donut sama Pastel di Pepenero Bakery dulu ahhh... Donut-nya sih udah pasti juara lah ya. Pesen Donut Plain, Chocolate Donut, Classic Pastel, dan Pastel Special. Bingung mau makan yang mana dulu ya... Harga belum update terbaru yaa..."
Dough Lab ,"Grand Indonesia Mall, Lantai Lower Ground, West Mall Jl. MH Thamrin, Thamrin, Jakarta Pusat",Jakarta Pusat,10.00  -  20.00,10:00:00 AM,  20.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.4,81387212356,Bakery,"Cake, Bread, Pastry, Donut",Sumpah ini enak banget sebuah kombinasi yang pas banget cookie + ice cream sooo yummyy sampe pas makan selalu speechless karena enak bgtttt thankyou for serving good food DoughLab
Chateraise,"Grand Indonesia Mall, Lantai 3A, East Mall Jl. MH Thamrin, Thamrin, Jakarta Pusat",Jakarta Pusat,10.00  -  20.00,10:00:00 AM,  20.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.4,2121236444,Bakery,"Cake, Bread, Pastry, Donut",Cake nya memang ga ada yang ngalahin. Standar jepang yang creamnya pakai whipped cream asli jadi lembut ga buttery cream/icingnya. Sponge cake nya fluffy. Macha daifukunya juga enak
Fragments,"Grand Indonesia Mall, Lantai Ground, East Mall Jl. MH Thamrin, Thamrin, Jakarta Pusat",Jakarta Pusat,10.00  -  20.00,10:00:00 AM,  20.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.7,85173052788,Bakery,"Cake, Bread, Pastry, Donut","Kita datang kesini weekend sekitar jam 16.30, kebetulan varian kue nya masih lengkap tapi mereka lagi gak produksi Dark Choco Basque Cheesecake. Kita pesan Earl Grey Fresh Cream Cake, Basque Cheesecake, dan Strawberry Milk nya."
Donat Sarinah,"Gedung Sarinah, Lantai Lower Ground Jl. MH Thamrin, Thamrin, Jakarta Pusat",Jakarta Pusat,10.00  -  20.00,10:00:00 AM,  20.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.7,81285004309,Bakery,"Donat, Croissant, Danish Pastry, Eclair","Donut sarinah alias american donut,,donut legend yg biasanya dijual di PRJ. Kalo kangen sama donut jadul ini silahkan mampir ke Sarinah utk mengobati rasa rindu akan donut ini. Donutnya emang gemoy,,padet. Karena padet,makan 1 saja sudah cukup kenyang.Tapi entah kenapa,,after tastenya,lidah terasa keset ya"
Butter Monster,"l. AM Sangaji No. 15A, Gambir, Jakarta Pusat",Jakarta Pusat,08.00  -  22.00,8:00:00 AM,  22.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.0,216331810,Bakery,"Cake, Bread, Pastry, Donut","panna cotta dengan baileys cream sangat recommended, walau sedikit agak manis untuk personal preference saya. baileysnya nendang, tekstur panna cottanya pas banget. untuk chiffonnya empuk, tapi sayang dengan chiffon coffee rhum, rhumnya ampir ga ada wangi, dan kopinya kurang nendang. mungkin karena dimasukin lama dalem kulkas? tapi, overall enak kok. buttercreamnya ga bikin enek, dan mesesnya berasa yang merk bagus."
Bubur Kwang Tung,"Jl. Pecenongan No.67I, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",Jakarta Pusat,00.01  -  24.00,12:01:00 AM,  24.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.5,213865688,Restoran,"Bubur Ayam, Bubur Telur Pitan, Bubur Ikan, Bubur Seafood","Tempat makan bubur paling enak di jakarta, Pelayanan nya juga cepat. Dari porsi, rasa dan harga juga pas. Bisa dimakan rame2 porsi nya lumayan besar. Recommended"
Rumah Makan Adem Ayem,"Jl. A.M Sangaji No.27, RT.2/RW.7, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130",Jakarta Pusat,09.00  -  20.00,9:00:00 AM,  20.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.5,2163864074,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Gudeg terenak so far yang pernah saya coba di Jalarta. Rasanya nasi set gudegnya oke bgt top, sambelnya manis enak, ayam kremesnya.. oh my God endulita! 🤤 Lokasinya di area AM Sangaji. Tutup jam 8 malem on time bgt kalau hari biasa. Klo weekend saya kurang tau sih."
Happy Day Juanda,"Jl. Ir. H. Juanda No.19 14, RT.14/RW.4, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",Jakarta Pusat,10.00  -  22.00,10:00:00 AM,  22.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.4,213858245,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Beberapa kali lunch di happy day karna suka banget suasana kalau lunch disana. Interiornya bagus, ada pilihan untuk duduk di indoor maupun outdoor. Menu makannya sangat bervariasi mulai dari hanya sekedar makanan ringan maupun makanan berat, dan harganya standard. Pelayanan juga sangat baik walaupun sempat pesanannya disediakan cukup lama ya."
KINGS CAFE JAKARTA,"11, Jl. Tanah Abang I No.11, RT.11/RW.8, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10150",Jakarta Pusat,00.01  -  24.00,12:01:00 AM,  24.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.7,81617613035,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Makanannya enak, favorite saya chicken chesse parmagiana yang paling endul deh Tempat makannya juga cozy Terima kasih mba dede mba indah mba evi"
Joni Steak,"Jl. Samanhudi No.65, RT.8/RW.6, Ps. Baru, Kecamatan Sawah Besar, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10710",Jakarta Pusat,11.00  -  23.00,11:00:00 AM,  23.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.5,213500691,Restoran,"Beef Steak, Chicken Steak, Lamb Chop, Salad","Mencoba makan steak di sini pertama kalinya, harganya murah dibandingkan tempat lain, kekurangannya adalah tempat makan yang terlalu padat."
Lee Palace Chinese Restaurant,"HXC (Harmonie Exchange, Hayam Wuruk St No.6 4th Floor, RT.6/RW.2, Kebon Kelapa, Gambir, Central Jakarta City, Jakarta 10120",Jakarta Pusat,10.00  -  21.00,10:00:00 AM,  21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,2122035818,Restoran,"Dim Sum, Pangsit Udang, Mie Goreng, Nasi Goreng","Semua makanan uenak. Pelayanannya ciamik dan cekatan. Berinisiatif menawarkan bantuan sebelum diminta. Contohnya kasih baby chair, piring/sendok/garpu khusus anak2, refill minum ga telat."
Kaum Jakarta,"Jl. Dr. Kusuma Atmaja No.77, RT.10/RW.4, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310",Jakarta Pusat,11.00  -  21.00,11:00:00 AM,  21.00,200.000  -  500.000,"200.000,00","500.000,00","350.000,00",4.6,81381715256,Restoran,"Nasi Goreng, Mie Goreng, Sate Ayam, Sate Kambing","Tempatnya nyaman, menyajikan makanan Nusantara dengan penyajian yang di upgrade. Cukup enak, bukan yang enak sekali juga. Alat makannya menghayati menunya ya, seperti alat makan di rumah eyang. Mungkin ini kalo turis bakal hepi banget, karena Indonesia banget lah suasananya, tapi kalo rasa, tetep daerah asal juaranya. Jadi, buat yang mau keliling Indonesia dalam satu tempat, bolehlah dicoba tempat ini"
Restoran Beautika Khas Manado  -  Abdul Muis,"Jl. Abdul Muis No.70 4, RT.4/RW.3, Petojo Sel., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10160",Jakarta Pusat,08.00  -  20.00,8:00:00 AM,  20.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,213812340,Restoran,"bubur, mie cakalang, bebek woku","enak banget!!! terutama buat penyuka pedes ya 🤪 harganya emang lumayan merogoh kocek tapi kepuasannya sebanding👍🏻 kita langsung pilih-pilih lauknya di depan dan nanti akan diantarkan ke meja. pelayanannya cepat. cabang yang di abdul muis ini temptnya cukup luas dan full ac, nyaman buat makan santai berdama keluarga atau membawa partner bisnis. juga tersedua jajanan khas manado yang menggugah selera banget. o ya, parkirnya sekarang luas di sebelah restorannya"
Ikan Bakar Cianjur,"Jl. Batu Tulis XV No.39, RT.3/RW.2, Kb. Klp., Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10120",Jakarta Pusat,10.00  -  22.00,10:00:00 AM,  22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,213507788,Restoran,"Ikan Bakar, Gurame Goreng, Udang Saus Padang, Cumi Bakar","Dari kecil selalu buka puasa disini, sup ikan guramenya the best!! Masih paling top nmr 1 dimana pun. Cmn skrg kyanya ac nya kurang dingin dan kayanya perlu new branding"
Al Jazeerah Signature Restaurant & Lounge,"Jl. Johar No.8, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,10.00  -  24.00,10:00:00 AM,  24.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,2131907590,Restoran,"Kebab, Shawarma, Hummus, Falafel",Beberapa kali makan di sini slalu suka daging lamb nya tp kalo buat saya sih yg paket lamb sm nasi kok dagingnya dikit ya jd kalo mau puas y harus nambah daging lg sih. Overall enaak
Seribu Rasa Menteng,"Jl. H. Agus Salim No.128, RT.1/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310",Jakarta Pusat,11.00  -  22.00,11:00:00 AM,  22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.6,213928892,Restoran,"Nasi Goreng, Mie Goreng, Sate Ayam, Sate Kambing","Makanan nya enak2 semua, rekomendasi banget untuk yg hunting kuliner. Lebih seru kalo rame2, karna bisa pesen berbagai macam masakan. Tempat nya nyaman banget."
Midori Japanese Restaurant Menteng,"Jl. K.H. Wahid Hasyim No.106, RT.14/RW.3, Kb. Sirih, Kec. Menteng, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,10.00  -  22.00,10:00:00 AM,  22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.6,213148957,Restoran,"Sushi, Ramen, Tempura, Donburi","Japanese food terbaik yang pernah ku coba. Semuanya fresh, terutama salmon sashiminya. Porsi nabeyaki udonnya besar, kuahnya ringan banget dan kaldunya sangat terasa, kenyang kalau makan sendiri. Tak disangka, bintang utama dari seluruh menu ini adalah kawa yakitori. Isinya 3, teksturnya kenyal dan garing, bumbunya pas."
OSO Ristorante Indonesia,"The Plaza Office Tower, Jl. M.H. Thamrin No.28  -  30, RT.9/RW.5, Gondangdia, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10350",Jakarta Pusat,12.00  -  22.00,12:00:00 PM,  22.00,200.000  -  500.000,"200.000,00","500.000,00","350.000,00",4.6,2129922448,Restoran,"Pasta, Pizza, Risotto, Tiramisu","tempatnya sangat bagus, pelayanannya sangat ramah, makanan dan minumannya enak cocok untuk keluar bersantai dan makan malam"
"Sate & Seafood Senayan, Kebon Sirih","Jl. Kebon Sirih No.31A 1, RT.15/RW.5, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,07.00  -  21.00,7:00:00 AM,  21.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.4,2131926238,Restoran,"Sate Ayam, Sate Kambing, Ikan Bakar, Cumi Goreng","Lokasi yg strategis ditengah kota dekat dengan kantor Pemerintahan. Ruangan dua lantai yg bersih dan tertata apik, dengan background gambar pewayangan. Rasa sate sama dengan sate Senayan yg lain cuma ini ada menu seafoodnya. Lantai atas sangat luas bisa menampung beberapa keluarga. Lumayan rame bersantap disini"
Restaurant Rendezvous  -  Kebon Sirih,"Jalan Johar No.2B - C, RT.18/RW.6, Kb. Sirih, Kec. Menteng, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,10.30  -  21.00,10:30:00 AM,  21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,213905973,Restoran,"lumpia udang, asparagus, dimsum",Old school Chinese resto. Tepung luar dari lumpia udangnya bagus.. light gitu dan nggak oily. Su'un dan asparagus nya OK. Bistik babi nya juga OK lbh enak dkasi sambel.. Sambelnya enak.
Bungarampai,"Jl. Teuku Cik Ditiro No.35 10, RT.10/RW.5, Menteng, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10310",Jakarta Pusat,11.00  -  21.00,11:00:00 AM,  21.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.8,2131926224,Restoran,"Nasi Goreng, Mie Goreng, Sate Ayam, Sate Kambing","Bangunannya vintage gitu ya. Cantik. Dekorasinya juga mendukung, ga cuma di lantai satu, tp lantai lainnya juga dekorasinya ok ok bgt. Harga memang cukup pricey, tp makanannya enak enak bgt dan pilihannya banyak. Menu Indonesia Parkirannya ngga terlalu luas. Ada musholla di lantai 3 yang cukup rapih."
Steak Hotel by Holycow!,"Gedung Sinergi 8, Jl. Kebon Sirih No.48 Unit GF 03, RT.11/RW.2, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,10.00  -  22.00,10:00:00 AM,  22.00,100.000  -  200.000,"100.000,00","200.000,00","150.000,00",4.5,85841033269,Restoran,"Beef Steak, Chicken Steak, Lamb Chop, Salad","Kesini pas bukber, ramai tapi tidak full, pelayanan cepat, rasa enaak, harga pricey kaya holycow2 cabang lain. Karna ramai bocah, tante waitressnya bagi2 balon dan alhasil resto ramai sama bocah yg becanda dan untung kondisi resto sudah tidak terlalu ramai. Oia kalo mau booking disini, harus dp minimal 500k. Thank you Steak Hotel by Holycow Sabang"
Dua Nyonya Restaurant,"Jl. Cikini Raya No.27, RT.16/RW.1, Cikini, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10330",Jakarta Pusat,07.00  -  23.00,7:00:00 AM,  23.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.6,85283436503,Restoran,"Nasi Goreng, Mie Goreng, Sate Ayam, Sate Kambing","Makanannya enak smuanya, semua menu lengkap & byk pilihan makanannya. Layanan jg bagus, mreka merekomendasikan makanan yg enak dan menu spesial. Cocok ukt tempat buka bersama dgn teman & sekantor Harga 150-200/orang."
Roemah Kuliner,"Jl. Pangeran Diponegoro No.21, RT.1/RW.1, Pegangsaan, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10320",Jakarta Pusat,11.00  -  21.30,11:00:00 AM,  21.30,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.4,2131903773,Restoran,"Nasi Goreng, Mie Goreng, Ayam Goreng, Sate Ayam","Datang kesini mau nonton ke XXI nya tapi karna masih ada waktu 1 jam, jadi saya coba makan siang ke Roemah Kuliner ini dl. Untuk rasa, ya standart sih. Untuk harga juga lumayan.. Untuk suasana dan kenyamanannya Ok, makanya saya tetep milih nunggu disini.."
Claypot Popo Sabang,"Jl. H. Agus Salim No.2 23B, RT.1/RW.1, Kebon Sirih, Menteng, Central Jakarta City, Jakarta 10340",Jakarta Pusat,11.00  -  20.30,11:00:00 AM,  20.30,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.5,85959939889,Restoran,"Claypot Rice, Claypot Noodles, Claypot Tofu, Claypot Chicken","Tempat yang legend dan masih dengan konsep vintage jadi ambience seperti rumah sendiri. Untuk makanannya luar biasa ENAK, ini menurut kami ya.. (selera orang bisa berbeda-beda)"
Sea Food 89,"Jl. A.M Sangaji No.46, RT.2/RW.6, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130",Jakarta Pusat,17.00  -  24.00,5:00:00 PM,  24.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.7,87882781556,PKL,"Ikan Bakar, Cumi Goreng Tepung, Udang Saus Padang, Kepiting Rebus","Seafood disini enak dan porsinya lumayan banyak, harganya oke gak pake tipu2. Kalau pengen kerang-kerangan, mendingan kesini dari sore deh, buka dari jam 5. Lewat dari jam 8 apalagi malem minggu mah jgn terlalu berharap bisa kebagian kerang2 endulita itu."
Bakmi Ayam Alok,"Jl. KH. Hasyim Ashari No.26 3, RT.3/RW.7, Petojo Utara, Kecamatan Gambir, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10130",Jakarta Pusat,06.30  -  14.00,6:30:00 AM,  14.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.7,85320693644,PKL,"Bakmi Ayam, Bakso, Pangsit Goreng, Mie Goreng","Bakmi Alok cukup terkenal dan bakminya enak, bisa pilih toping ayam dada atau ayam paha, bakso, pangsit dan bisa pilih porsinya sesuai selera kita. Harga standar, pelayanan cukup cepat, suasana adem dan cukup bersih. Parkir bisa didalam ada tempat parkir di sekolah/gereja."
Nasi Goreng Kambing Kebon Sirih Sejak 1958  -  Kebon Sirih Kaki Lima,"Jl. Kebon Sirih No.3, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,16.00  -  24.00,4:00:00 PM,  24.00,50.000  -   100.000,"50.000,00","100.000,00","75.000,00",4.4,811190775,PKL,"nasi goreng ati, nasi goreng kambing, nasi goreng ayam","Nasi Goreng Kambing Kebon Sirih emang juara! Tempatnya di pinggir jalan tapi gampang dijangkau. Satu porsi nasinya super gede, jadi kalau gak kuat banyak, pesen setengah porsi aja udah cukup."
Soto Kudus Ayam Kampung Kembang Joyo,"Jl. H. Agus Salim No.30A 2, RT.1/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,08.00  -  21.00,8:00:00 AM,  21.00,10.000  -  50.000,"10.000,00","50.000,00","30.000,00",4.4,87724696769,PKL,"Soto Kudus, Nasi Uduk, Ayam Goreng, Sambal","Soto Kudus Kembang Joyo di Jakarta Pusat menawarkan pengalaman kuliner yang menarik di tengah kawasan sentra bisnis di Jalan Sabang. Beroperasi mulai pukul 06.00 hingga pukul 21.00, kedai Soto ini terletak secara strategis di pinggir Jalan Sabang, memberikan kemudahan akses bagi pengunjung yang ingin menikmati hidangan soto dan nasi gandulnya."
Ayam Afrika,"Jl. Kb. Sirih Tim. Dalam No.02 3, RT.6/RW.6, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,08.00  -  03.00,8:00:00 AM,  03.00,10.000  -  50.000,"10.000,00","50.000,00","30.000,00",4.5,81586861692,PKL,"Ayam Goreng Afrika, Nasi Putih, Sambal, Tempe Goreng","Sensasi unik makan ayam goreng dengan taburan bawang bombay goreng, disini tempatnya! Tertarik untuk coba karena seliweran di sosmed, akhirnya kesampaian juga. Tipikal ayam goreng bumbu kuning asin gurih, rasanya cukup familiar seperti rasa rumahan. Uniknya dimakan dengan bawang bombay goreng yang rasanya manis gurih dan cocok banget dikombinasikan sama ayamnya"
Nasi Gandul Khas Pati,"2, Jl. H. Agus Salim No.30 B, RT.1/RW.1, Kb. Sirih, Kec. Menteng, Kota Jakarta Pusat, Daerah Khusus Ibukota Jakarta 10340",Jakarta Pusat,09.00  -  21.00,9:00:00 AM,  21.00,10.000  -  50.000,"10.000,00","50.000,00","30.000,00",4.4,81384956420,PKL,"Nasi Gandul, Empal Daging, Sate Ayam, Sate Kambing",Good place..good food...terutama nasi gandulnya..dengan berbagai macam toping yg ada..khas makanan jawa yg agak manis..tp masih cocok dilidah penyuka pedas karena ada sambelnya yg maknyus..ada soto kudus juga tapi belum cobain
